"","ID","Description","SPOT_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"28778_at","28778_at","immunoglobulin lambda variable 6-57",28778,-0.0179628262000011,3.91422124328889,-0.264328780958461,0.793732698038288,0.955536951615447,-6.03382695366219
"221400_at","221400_at","tudor domain containing 6",221400,-0.0140715918000023,3.39300672185556,-0.264326415460228,0.793734499705713,0.955536951615447,-6.03382756836419
"200035_at","200035_at","nudix (nucleoside diphosphate linked moiety X)-type motif 17",200035,0.0145765401999993,5.32146991766667,0.26432384922782,0.79373645426243,0.955536951615447,-6.03382823522309
"5965_at","5965_at","RecQ protein-like (DNA helicase Q1-like)",5965,-0.0193511705499967,5.62158657597778,-0.2641810881224,0.793845189635565,0.955573941114002,-6.03386532286156
"10058_at","10058_at","ATP-binding cassette, sub-family B (MDR/TAP), member 6",10058,-0.0145388294999904,5.68041321026667,-0.264094633628639,0.793911040603966,0.955573941114002,-6.03388777302868
"100996481_at","100996481_at","DNA primase large subunit-like",100996481,0.0223585236500004,4.5203397956,0.264045444573318,0.793948507796235,0.955573941114002,-6.03390054299132
"3936_at","3936_at","lymphocyte cytosolic protein 1 (L-plastin)",3936,-0.0495103661499998,6.1967077955,-0.263997497555068,0.793985029417727,0.955573941114002,-6.0339129882332
"3178_at","3178_at","heterogeneous nuclear ribonucleoprotein A1",3178,0.0156322249999938,4.36622232736667,0.263964348688337,0.794010279451143,0.955573941114002,-6.0339215911182
"441459_at","441459_at","ankyrin repeat domain 18B",441459,-0.0223173526499973,2.35224348811111,-0.2638074043123,0.794129829658919,0.955636422314853,-6.03396230717624
"283303_at","283303_at","MRGPRG antisense RNA 1",283303,-0.0133616859000005,2.68941795408889,-0.263703750458402,0.794208789365349,0.955636422314853,-6.03398918488246
"84894_at","84894_at","leucine rich repeat and Ig domain containing 1",84894,-0.0113122051500003,3.04953820572222,-0.263703407447776,0.79420905066199,0.955636422314853,-6.03398927380855
"3301_at","3301_at","DnaJ (Hsp40) homolog, subfamily A, member 1",3301,-0.0151463526999986,6.33343033797778,-0.263640872423427,0.794256688639113,0.955636422314853,-6.0340054841992
"22863_at","22863_at","autophagy related 14",22863,0.0115389616000012,6.88206726044444,0.263306638205983,0.794511315644435,0.955707637839623,-6.03409205992188
"10667_at","10667_at","phenylalanyl-tRNA synthetase 2, mitochondrial",10667,-0.0130059494500019,6.61571911171111,-0.263274282115791,0.794535966463345,0.955707637839623,-6.0341004352303
"221935_at","221935_at","sidekick cell adhesion molecule 1",221935,0.0157628384999979,4.75281575293333,0.263273125732563,0.794536847469792,0.955707637839623,-6.03410073453883
"1060_at","1060_at","centromere protein C",1060,0.0208627784000006,6.62774281905556,0.263123052041479,0.794651185534575,0.955707637839623,-6.03413956726199
"8038_at","8038_at","ADAM metallopeptidase domain 12",8038,0.0196720400499979,3.31250779754444,0.26307560944285,0.794687332051555,0.955707637839623,-6.03415183882068
"283471_at","283471_at","transmembrane (C-terminal) protease, serine 12",283471,-0.0133032581500006,2.4832205199,-0.263030277211718,0.794721871116915,0.955707637839623,-6.03416356245407
"55486_at","55486_at","presenilin associated, rhomboid-like",55486,-0.0143114980499988,6.39903743602222,-0.26288296746991,0.794834110784721,0.955707637839623,-6.03420164522065
"114800_at","114800_at","coiled-coil domain containing 85A",114800,0.0120328249499977,5.27672264602222,0.262824540565473,0.794878629228176,0.955707637839623,-6.03421674397
"4790_at","4790_at","nuclear factor of kappa light polypeptide gene enhancer in B-cells 1",4790,-0.0132258129000027,6.59103697613333,-0.262758450889712,0.79492898718373,0.955707637839623,-6.03423381892036
"100130717_at","100130717_at","CECR5 antisense RNA 1",100130717,0.0193086612499984,3.51027539381111,0.262664196656932,0.795000807088678,0.955707637839623,-6.03425816308966
"338579_at","338579_at","ankyrin repeat domain 30B pseudogene 3",338579,-0.0158595824500001,2.03739201691111,-0.262664168383933,0.795000828632434,0.955707637839623,-6.03425817039077
"114822_at","114822_at","rhophilin, Rho GTPase binding protein 1",114822,-0.0149598067499994,3.72468013611111,-0.262638831542858,0.795020135130845,0.955707637839623,-6.0342647129587
"390157_at","390157_at","olfactory receptor, family 8, subfamily K, member 1",390157,-0.0130286196499996,1.94095519543333,-0.262599607592345,0.795050023773986,0.955707637839623,-6.03427484026723
"64648_at","64648_at","SPANX family, member D",64648,-0.02300148265,2.07903696631111,-0.262542129464581,0.795093822673989,0.955707637839623,-6.03428967794134
"3780_at","3780_at","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1",3780,-0.0135806325499992,2.8649884496,-0.262500552758109,0.795125504961753,0.955707637839623,-6.03430040873527
"3930_at","3930_at","lamin B receptor",3930,-0.0175645682000045,5.95934741922222,-0.262478473087851,0.795142330261109,0.955707637839623,-6.03430610672953
"55276_at","55276_at","phosphoglucomutase 2",55276,0.0187738595000058,5.16533263458889,0.262436081007842,0.7951746344437,0.955707637839623,-6.03431704531403
"55723_at","55723_at","anti-silencing function 1B histone chaperone",55723,-0.0163545653999999,2.93268311694444,-0.262321935690983,0.795261618846343,0.955707637839623,-6.03434648991875
"319139_at","319139_at","small nucleolar RNA, C/D box 56B",319139,-0.0158488959999998,2.04677425136667,-0.262304066294089,0.795275236459334,0.955707637839623,-6.03435109830527
"4542_at","4542_at","myosin IF",4542,0.0355892671000015,4.49060321226667,0.262273391109769,0.795298613048432,0.955707637839623,-6.03435900848284
"254102_at","254102_at","EH domain binding protein 1-like 1",254102,0.0202167495500074,7.22449267643333,0.262149119041058,0.795393318863753,0.955707637839623,-6.03439104498078
"5345_at","5345_at","serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2",5345,-0.0155061755999992,3.67755499393333,-0.262094118836592,0.795435234688444,0.955707637839623,-6.03440521884266
"23521_at","23521_at","ribosomal protein L13a",23521,-0.0411627529000005,3.33456134713333,-0.26203947769764,0.795476877489162,0.955707637839623,-6.03441929724364
"55132_at","55132_at","La ribonucleoprotein domain family, member 1B",55132,0.0155452573000003,5.740897041,0.261786841179531,0.795669423469179,0.955707637839623,-6.03448435162112
"610_at","610_at","hyperpolarization activated cyclic nucleotide-gated potassium channel 2",610,0.0135528133500014,4.9697469761,0.261770230709167,0.795682083540395,0.955707637839623,-6.0344886266628
"5470_at","5470_at","protein phosphatase, EF-hand calcium binding domain 2",5470,-0.0154272198999998,3.22256595663333,-0.261636432999373,0.79578406278003,0.955707637839623,-6.03452305238426
"140831_at","140831_at","zinc finger, SWIM-type containing 3",140831,0.0143258730000033,3.94894648526667,0.261590927142536,0.795818747720978,0.955707637839623,-6.03453475690772
"5997_at","5997_at","regulator of G-protein signaling 2, 24kDa",5997,0.0589852681000016,5.34200412908889,0.261550187880075,0.795849799887753,0.955707637839623,-6.03454523370231
"51596_at","51596_at","cutA divalent cation tolerance homolog (E. coli)",51596,0.0146319924500018,7.21975121103333,0.261436548497149,0.795936419595344,0.955707637839623,-6.03457444942978
"57521_at","57521_at","regulatory associated protein of MTOR, complex 1",57521,-0.0149753227499945,7.07612340405556,-0.261381780127852,0.795978166817189,0.955707637839623,-6.03458852540829
"8416_at","8416_at","annexin A9",8416,-0.0166272623999997,3.68415692095556,-0.261356274579988,0.795997608647803,0.955707637839623,-6.03459507956988
"200010_at","200010_at","solute carrier family 5 (sodium/sugar cotransporter), member 9",200010,-0.0151059905999995,2.86011119685556,-0.261334109017181,0.796014504654352,0.955707637839623,-6.03460077493898
"1536_at","1536_at","cytochrome b-245, beta polypeptide",1536,-0.0318241571999964,6.08562180468889,-0.261090445893181,0.796200246931659,0.955707637839623,-6.03466335172882
"34_at","34_at","acyl-CoA dehydrogenase, C-4 to C-12 straight chain",34,-0.0173525825500036,10.9990656539667,-0.261071461237698,0.796214719284327,0.955707637839623,-6.03466822487087
"340543_at","340543_at","transcription elongation factor A (SII)-like 5",340543,-0.0110611145500012,2.85203680246667,-0.261042576098248,0.79623673910114,0.955707637839623,-6.03467563867717
"401040_at","401040_at","uncharacterized FLJ45964",401040,-0.0151545760999996,2.71725628775556,-0.261003537603545,0.796266499331754,0.955707637839623,-6.03468565719917
"114784_at","114784_at","CUB and Sushi multiple domains 2",114784,0.00949958400000073,2.98565799856667,0.260876870433372,0.796363063731056,0.955707637839623,-6.03471815377416
"9302_at","9302_at","small nucleolar RNA, C/D box 26",9302,0.0254270943500003,6.33156862944444,0.260851491276817,0.796382411865661,0.955707637839623,-6.0347246629334
"134218_at","134218_at","DnaJ (Hsp40) homolog, subfamily C, member 21",134218,0.0110779713999989,8.39333129017778,0.260682056951704,0.796511585762993,0.955707637839623,-6.03476810273732
"388799_at","388799_at","family with sequence similarity 209, member B",388799,0.0186450491999972,2.27041158495556,0.260676814449684,0.796515582653365,0.955707637839623,-6.0347694463696
"5980_at","5980_at","REV3-like, polymerase (DNA directed), zeta, catalytic subunit",5980,-0.0135854083500035,7.74987351035556,-0.260593192225514,0.79657933711237,0.955707637839623,-6.03479087477905
"56923_at","56923_at","neuromedin U receptor 2",56923,0.014177590150001,3.04263459072222,0.260586365910669,0.796584541629924,0.955707637839623,-6.03479262373798
"134549_at","134549_at","shroom family member 1",134549,-0.0157154919499982,4.94555922016667,-0.260530287974876,0.796627296921816,0.955707637839623,-6.03480698964987
"135644_at","135644_at","tripartite motif containing 40",135644,-0.0125922165499954,3.59845008555556,-0.260462681872805,0.796678842452529,0.955707637839623,-6.03482430473316
"26133_at","26133_at","transient receptor potential cation channel, subfamily C, member 4 associated protein",26133,0.00893003635000245,7.94719622343333,0.260426034244581,0.796706784428296,0.955707637839623,-6.03483368895254
"5597_at","5597_at","mitogen-activated protein kinase 6",5597,0.0218130366999985,7.32805747875556,0.260423556860708,0.796708673319052,0.955707637839623,-6.03483432327947
"406973_at","406973_at","microRNA 196a-2",406973,0.0197917043000002,2.9201732329,0.260375794214234,0.796745090377746,0.955707637839623,-6.03484655159337
"100033434_at","100033434_at","small nucleolar RNA, C/D box 116-23",100033434,0.0189719539000031,7.16966330631111,0.260309805252981,0.79679540502711,0.955707637839623,-6.03486344258591
"5793_at","5793_at","protein tyrosine phosphatase, receptor type, G",5793,-0.0136697371000016,6.4354239272,-0.260156983915208,0.796911930263005,0.955707637839623,-6.03490254345302
"54845_at","54845_at","epithelial splicing regulatory protein 1",54845,0.0108551096000027,2.80118882105556,0.260141372528862,0.796923834110176,0.955707637839623,-6.03490653649713
"57169_at","57169_at","zinc finger, NFX1-type containing 1",57169,0.0119789141499957,7.01259957984444,0.260106176481391,0.796950671652621,0.955707637839623,-6.03491553798635
"100379661_at","100379661_at","GRIK1 antisense RNA 2",100379661,-0.0184134186499989,2.93604099796667,-0.260097544737352,0.796957253532808,0.955707637839623,-6.03491774539453
"25791_at","25791_at","neuronal guanine nucleotide exchange factor",25791,-0.0135229493500022,3.79134490782222,-0.260091857663879,0.796961590050246,0.955707637839623,-6.03491919971812
"55719_at","55719_at","family with sequence similarity 178, member A",55719,0.0135684555500006,6.65621733783333,0.260076256766231,0.796973486108811,0.955707637839623,-6.03492318908637
"91966_at","91966_at","chromosome X open reading frame 40A",91966,-0.0163170148499967,5.44953860526667,-0.260054151318735,0.796990342128392,0.955707637839623,-6.03492884135181
"123264_at","123264_at","solute carrier family 51, beta subunit",123264,-0.0186458218999981,3.48912792396667,-0.259835571753414,0.797157020549061,0.955732600044106,-6.03498470546978
"23438_at","23438_at","histidyl-tRNA synthetase 2, mitochondrial",23438,-0.0120918124500005,6.3202688242,-0.259722366546626,0.797243349338869,0.955732600044106,-6.03501361986706
"152756_at","152756_at","family with sequence similarity 218, member A",152756,0.0180282196499988,3.99932522775556,0.259673425210791,0.797280672168419,0.955732600044106,-6.03502611637831
"64101_at","64101_at","leucine rich repeat containing 4",64101,-0.0148329925499988,3.20437131606667,-0.25962388696948,0.797318450701459,0.955732600044106,-6.03503876291687
"51507_at","51507_at","replication termination factor 2 domain containing 1",51507,-0.0114072508499996,7.10332346561111,-0.259620212563849,0.797321252872996,0.955732600044106,-6.03503970085446
"117531_at","117531_at","transmembrane channel-like 1",117531,-0.0107730236999997,2.53688255246667,-0.259534525429282,0.797386600296275,0.955732600044106,-6.03506156981509
"221687_at","221687_at","ring finger protein 182",221687,0.0140810467499999,2.91086310155556,0.25948835301395,0.797421813306616,0.955732600044106,-6.03507335090395
"11202_at","11202_at","kallikrein-related peptidase 8",11202,-0.0131364085999977,4.393227737,-0.259451154677321,0.797450182628615,0.955732600044106,-6.03508284070251
"339390_at","339390_at","C-type lectin domain family 4, member G",339390,-0.0153596175000015,4.00657406884444,-0.259391001402086,0.797496059142364,0.955732600044106,-6.03509818375396
"79465_at","79465_at","UL16 binding protein 3",79465,-0.0135198648000019,3.54412317426667,-0.259389193841502,0.797497437708524,0.955732600044106,-6.03509864474635
"285521_at","285521_at","COX18 cytochrome C oxidase assembly factor",285521,-0.0194682176000027,6.31186353915556,-0.259255713082597,0.797599240884251,0.955765454206247,-6.03513267827202
"6760_at","6760_at","synovial sarcoma translocation, chromosome 18",6760,0.0110115646999969,5.87091171012222,0.259136845761421,0.797689901753569,0.955765454206247,-6.03516297115493
"92369_at","92369_at","splA/ryanodine receptor domain and SOCS box containing 4",92369,-0.0146619090500035,4.59107899166667,-0.259018013412796,0.797780538846292,0.955765454206247,-6.03519324131876
"353322_at","353322_at","ankyrin repeat domain 37",353322,-0.0182098067499981,6.18432342823333,-0.258976021425966,0.797812568120588,0.955765454206247,-6.03520393463649
"337974_at","337974_at","keratin associated protein 19-7",337974,-0.0195743829499984,2.45006578243333,-0.258971278612469,0.797816185711468,0.955765454206247,-6.03520514229219
"83463_at","83463_at","MAX dimerization protein 3",83463,-0.0170914060000023,5.39379086477778,-0.258961204423062,0.797823869835737,0.955765454206247,-6.03520770739541
"139596_at","139596_at","uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)",139596,0.016225827150004,5.52537523812222,0.258906941616546,0.797865259344759,0.955765454206247,-6.03522152215543
"6705_at","6705_at","small proline-rich protein 2F",6705,-0.0218484985999972,4.38068339308889,-0.258692088325594,0.798029146807991,0.955903513613131,-6.03527619336115
"401565_at","401565_at","family with sequence similarity 166, member A",401565,-0.0139994644999986,3.76777443096667,-0.258556974503731,0.798132214821967,0.955940677471196,-6.03531055108308
"51146_at","51146_at","alpha-1,4-N-acetylglucosaminyltransferase",51146,0.0118837007999995,2.32327528392222,0.258523710104543,0.798157590264561,0.955940677471196,-6.03531900705782
"81050_at","81050_at","olfactory receptor, family 5, subfamily AC, member 2",81050,0.0117838937000032,2.16302690221111,0.258455322475296,0.798209759853311,0.955940677471196,-6.03533638813323
"23264_at","23264_at","zinc finger CCCH-type containing 7B",23264,0.0152740387000021,6.70921949954444,0.258396377715986,0.798254726704858,0.955940677471196,-6.03535136558483
"340654_at","340654_at","lipase, family member M",340654,0.0150241702999967,2.40274931127778,0.258224254621704,0.798386037333798,0.956039674511574,-6.03539508141971
"196051_at","196051_at","phosphatidic acid phosphatase type 2 domain containing 1A",196051,0.0120242423500003,3.15586267175556,0.257837664072477,0.798680984669093,0.956190877526415,-6.03549316213148
"9919_at","9919_at","SEC16 homolog A (S. cerevisiae)",9919,-0.016229204600001,5.78458194454444,-0.257827561109509,0.798688693083752,0.956190877526415,-6.03549572336436
"4188_at","4188_at","MyoD family inhibitor",4188,-0.0124432877000018,4.52880705333333,-0.257731214110023,0.798762205498142,0.956190877526415,-6.03552014357192
"24142_at","24142_at","N-acetyltransferase 6 (GCN5-related)",24142,0.0117769729500017,5.19446831508889,0.257616180710334,0.798849978050201,0.956190877526415,-6.03554928816695
"81851_at","81851_at","keratin associated protein 1-1",81851,0.0174943233000047,4.96214169673333,0.25760902871504,0.798855435240347,0.956190877526415,-6.0355510997527
"219954_at","219954_at","olfactory receptor, family 9, subfamily I, member 1",219954,-0.0139119946000021,2.57160950574444,-0.257497973731245,0.798940174912911,0.956190877526415,-6.03557922333518
"133383_at","133383_at","SET domain containing 9",133383,-0.0207629245500045,4.1739164724,-0.257459860060356,0.798969257843439,0.956190877526415,-6.03558887246828
"154664_at","154664_at","ATP-binding cassette, sub-family A (ABC1), member 13",154664,0.0145263966500013,2.79694811881111,0.257393798699768,0.799019667175761,0.956190877526415,-6.03560559367685
"7773_at","7773_at","zinc finger protein 230",7773,-0.019031431999998,2.93144319095556,-0.257266549018708,0.799116769884974,0.956190877526415,-6.03563779062304
"58506_at","58506_at","SR-related CTD-associated factor 1",58506,0.0170859260499983,5.76125100774444,0.257231211629743,0.799143736009145,0.956190877526415,-6.03564672894498
"8633_at","8633_at","unc-5 homolog C (C. elegans)",8633,0.0203068528500014,3.01543257703333,0.257169849173571,0.799190562586345,0.956190877526415,-6.03566224720767
"283392_at","283392_at","TRHDE antisense RNA 1",283392,0.0159820971999993,4.74029587983333,0.257143226481814,0.799210878985791,0.956190877526415,-6.03566897881011
"340260_at","340260_at","UNC homeobox",340260,-0.0153038171000031,5.70948776565556,-0.257090589173463,0.799251048173147,0.956190877526415,-6.03568228622241
"4886_at","4886_at","neuropeptide Y receptor Y1",4886,-0.0500738315000038,4.18993303045556,-0.257074152833703,0.799263591377139,0.956190877526415,-6.03568644099292
"349667_at","349667_at","reticulon 4 receptor-like 2",349667,-0.0146530214999974,5.44142743078889,-0.257045516790691,0.799285444776018,0.956190877526415,-6.03569367896791
"256355_at","256355_at","ribosomal protein S2 pseudogene 32",256355,0.0120727124500029,5.27159549088889,0.257038596593083,0.799290725902182,0.956190877526415,-6.03569542797956
"414918_at","414918_at","DENN/MADD domain containing 6B",414918,-0.0105736217999937,4.80884961494444,-0.256836763725909,0.799444758282572,0.95623317242098,-6.03574641864766
"2792_at","2792_at","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1",2792,0.0150967677500016,1.82805668878889,0.256772670481996,0.799493673927803,0.95623317242098,-6.03576260270961
"3119_at","3119_at","major histocompatibility complex, class II, DQ beta 1",3119,0.0190430473499967,5.31298555666667,0.25672205526157,0.799532303802982,0.95623317242098,-6.0357753806234
"78995_at","78995_at","chromosome 17 open reading frame 53",78995,-0.0133081435999998,4.19224730457778,-0.256682967448673,0.799562136240079,0.95623317242098,-6.03578524670596
"728780_at","728780_at","ankyrin repeat and death domain containing 1B",728780,-0.0142256850499987,2.94345587981111,-0.256515829856238,0.799689701798218,0.95623317242098,-6.03582741674627
"387923_at","387923_at","stress-associated endoplasmic reticulum protein family member 2",387923,-0.0150767892000032,3.53599399394444,-0.256500525441317,0.799701382974366,0.95623317242098,-6.03583127679739
"138046_at","138046_at","RALY RNA binding protein-like",138046,-0.0147906398499988,2.19773333478889,-0.25648344032053,0.799714423339968,0.95623317242098,-6.0358355857043
"145226_at","145226_at","retinol dehydrogenase 12 (all-trans/9-cis/11-cis)",145226,0.0126263281499996,3.42438941626667,0.256477422910727,0.799719016193954,0.95623317242098,-6.03583710324099
"3283_at","3283_at","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",3283,-0.0151074211000002,2.27553093718889,-0.256339141355005,0.799824563133875,0.95623317242098,-6.03587196685193
"10898_at","10898_at","cleavage and polyadenylation specific factor 4, 30kDa",10898,-0.0119263010999973,6.93942450585556,-0.25630602768598,0.799849838566453,0.95623317242098,-6.03588031271114
"130026_at","130026_at","islet cell autoantigen 1,69kDa-like",130026,0.0171291615499962,5.10398411657778,0.256075642294164,0.800025696291049,0.95623317242098,-6.03593834860228
"8115_at","8115_at","T-cell leukemia/lymphoma 1A",8115,-0.0130775601499975,2.63298170846667,-0.256072529479105,0.800028072438083,0.95623317242098,-6.03593913238953
"112840_at","112840_at","WD repeat domain 89",112840,-0.0185762419000008,5.1039801339,-0.256026231405215,0.800063414002303,0.95623317242098,-6.0359507888348
"145264_at","145264_at","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12",145264,-0.011144957,2.64506579092222,-0.256007857337368,0.800077439939552,0.95623317242098,-6.03595541428467
"4175_at","4175_at","minichromosome maintenance complex component 6",4175,-0.0121968549499973,5.08144666622222,-0.25593798666406,0.800130776695287,0.95623317242098,-6.03597300036925
"164_at","164_at","adaptor-related protein complex 1, gamma 1 subunit",164,0.0118709843499971,8.81643774555556,0.255840493804361,0.800205200887745,0.95623317242098,-6.03599753083718
"3068_at","3068_at","hepatoma-derived growth factor",3068,0.0116109720500042,8.85684206466667,0.255709787865675,0.800304982335338,0.95623317242098,-6.03603040356435
"5037_at","5037_at","phosphatidylethanolamine binding protein 1",5037,-0.00961856845000497,10.1706757840111,-0.255706761807659,0.800307292481396,0.95623317242098,-6.03603116442435
"54083_at","54083_at","LRRC3 downstream neighbor (non-protein coding)",54083,0.0157393078499979,3.58712928862222,0.255662316662212,0.800341222903019,0.95623317242098,-6.03604233850348
"283748_at","283748_at","phospholipase A2, group IVD (cytosolic)",283748,-0.0144993234500013,3.66130007855556,-0.255604303254814,0.800385512242442,0.95623317242098,-6.03605692091155
"2811_at","2811_at","glycoprotein Ib (platelet), alpha polypeptide",2811,0.0138653854000013,3.40686085678889,0.255507649082215,0.800459302724245,0.95623317242098,-6.03608120885887
"64284_at","64284_at","RAB17, member RAS oncogene family",64284,-0.0119332897000017,3.99115470608889,-0.255504417959704,0.800461769552514,0.95623317242098,-6.03608202064051
"138881_at","138881_at","olfactory receptor, family 1, subfamily L, member 8",138881,-0.0165165190499978,3.02845462591111,-0.255414546570661,0.800530383484357,0.95623317242098,-6.03610459568221
"22996_at","22996_at","tetratricopeptide repeat domain 39A",22996,0.0169478821500002,4.17305777803333,0.255384385804693,0.800553410631176,0.95623317242098,-6.03611217007809
"92_at","92_at","activin A receptor, type IIA",92,-0.0166742220999998,6.48946810152222,-0.255294318283192,0.800622176493773,0.95623317242098,-6.03613478380706
"203111_at","203111_at","chromosome 8 open reading frame 47",203111,-0.0108739410500007,3.03499733367778,-0.255223695712862,0.800676097433153,0.95623317242098,-6.03615250984097
"51218_at","51218_at","glutaredoxin 5",51218,0.0104582622000047,7.06078731486667,0.255106185598776,0.800765819650825,0.95623317242098,-6.03618199368619
"439951_at","439951_at","uncharacterized LOC439951",439951,0.0124686428000018,4.9446895802,0.255105316884367,0.800766482948668,0.95623317242098,-6.03618221160048
"4324_at","4324_at","matrix metallopeptidase 15 (membrane-inserted)",4324,0.015425964450003,4.56753817134444,0.255082891254769,0.800783605857461,0.95623317242098,-6.03618783674402
"55811_at","55811_at","adenylate cyclase 10 (soluble)",55811,0.012120796500001,2.52818016392222,0.254975936418919,0.800865271759242,0.95623317242098,-6.0362146580459
"147015_at","147015_at","dehydrogenase/reductase (SDR family) member 13",147015,0.0162236072500015,4.38148532115556,0.254950743319507,0.800884508413183,0.95623317242098,-6.03622097414771
"91057_at","91057_at","coiled-coil domain containing 34",91057,-0.0142916096499968,3.70087889606667,-0.254879287755089,0.800939070319985,0.95623317242098,-6.03623888522515
"51124_at","51124_at","immediate early response 3 interacting protein 1",51124,-0.0167621265499962,7.18806991413333,-0.254849651608995,0.800961700135856,0.95623317242098,-6.03624631236737
"3394_at","3394_at","interferon regulatory factor 8",3394,0.0290608601499991,3.4774208814,0.254797815553292,0.801001281970571,0.95623317242098,-6.03625930098483
"23112_at","23112_at","trinucleotide repeat containing 6B",23112,0.0110323534000027,7.5201079701,0.254710688658662,0.801067812991619,0.95623317242098,-6.03628112654695
"5646_at","5646_at","protease, serine, 3",5646,-0.0245837841499945,4.8549787053,-0.254697869842374,0.801077601705069,0.95623317242098,-6.03628433707448
"25803_at","25803_at","SAM pointed domain containing ETS transcription factor",25803,0.0135744555500019,3.57691330192222,0.254547277490954,0.801192599625252,0.956276924814288,-6.03632204154313
"1845_at","1845_at","dual specificity phosphatase 3",1845,0.0135617321500021,9.3940615027,0.254522440990821,0.801211566140068,0.956276924814288,-6.03632825783649
"50859_at","50859_at","sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3",50859,-0.0144205018499979,2.59815361626667,-0.25426858410183,0.801405432329907,0.95644999167469,-6.03639176073556
"8558_at","8558_at","cyclin-dependent kinase 10",8558,-0.0111022193000014,6.15863640952222,-0.254144039089112,0.801500549988938,0.95644999167469,-6.03642289292113
"1487_at","1487_at","C-terminal binding protein 1",1487,0.01465441675,8.55874324105556,0.254123328521283,0.801516367390487,0.95644999167469,-6.03642806841578
"127002_at","127002_at","ataxin 7-like 2",127002,-0.0203092231500035,5.93731576976667,-0.254077685546102,0.801551226868516,0.95644999167469,-6.03643947294641
"65998_at","65998_at","chromosome 11 open reading frame 95",65998,-0.0180378278000006,5.5657045688,-0.253692736181803,0.801845245728801,0.956742742809243,-6.03653557683912
"10446_at","10446_at","leucine rich repeat neuronal 2",10446,0.0154468833500006,4.00850639113333,0.25357701212726,0.801933639947994,0.956775652936374,-6.03656443940506
"198437_at","198437_at","chromosome 20 open reading frame 201",198437,0.0142527960500027,4.94383079493333,0.253461507671758,0.802021869114394,0.956775652936374,-6.03659323414188
"5575_at","5575_at","protein kinase, cAMP-dependent, regulatory, type I, beta",5575,-0.0169667307500019,4.59654466422222,-0.253384771933384,0.802080485913415,0.956775652936374,-6.03661235680027
"59350_at","59350_at","relaxin/insulin-like family peptide receptor 1",59350,-0.012391929100001,2.49413087124444,-0.253240718174493,0.802190528711863,0.956775652936374,-6.03664823965592
"167826_at","167826_at","oligodendrocyte transcription factor 3",167826,-0.0179215967499999,2.86670740446667,-0.253196695568119,0.802224158452632,0.956775652936374,-6.0366592013527
"100287932_at","100287932_at","translocase of inner mitochondrial membrane 23 homolog (yeast)",100287932,-0.0147566847500027,9.0782975907,-0.253190476580031,0.802228909292153,0.956775652936374,-6.03666074973752
"146542_at","146542_at","zinc finger protein 688",146542,-0.0118292733000027,5.02038964341111,-0.253127084002851,0.802277336899899,0.956775652936374,-6.03667653087171
"1164_at","1164_at","CDC28 protein kinase regulatory subunit 2",1164,-0.0228442831500013,4.35750694775556,-0.25282945379981,0.802504716867763,0.956775652936374,-6.03675057126607
"23429_at","23429_at","RING1 and YY1 binding protein",23429,0.0105957680999991,5.85768541254444,0.252763072951394,0.802555432138673,0.956775652936374,-6.03676707277524
"3710_at","3710_at","inositol 1,4,5-trisphosphate receptor, type 3",3710,0.0181954850000015,5.10321579232222,0.252695942435756,0.802606721057076,0.956775652936374,-6.03678375626032
"1828_at","1828_at","desmoglein 1",1828,-0.0111952660999988,2.26023151072222,-0.252694575551809,0.802607765390319,0.956775652936374,-6.0367840959168
"2887_at","2887_at","growth factor receptor-bound protein 10",2887,0.0163379164500066,7.43672815103333,0.252656737757089,0.802636674552736,0.956775652936374,-6.03679349749078
"84078_at","84078_at","kelch repeat and BTB (POZ) domain containing 7",84078,0.0195899353000009,5.8278777937,0.252575214034693,0.802698961994063,0.956775652936374,-6.03681374896868
"115727_at","115727_at","RAS guanyl releasing protein 4",115727,0.0197636444999993,4.5579293632,0.252505169456876,0.802752479965178,0.956775652936374,-6.03683114369688
"64772_at","64772_at","endo-beta-N-acetylglucosaminidase",64772,-0.018929871100001,6.61108978917778,-0.25247715666703,0.80277388357687,0.956775652936374,-6.03683809899301
"1535_at","1535_at","cytochrome b-245, alpha polypeptide",1535,0.0206839685000011,4.74350170738889,0.252440790097723,0.80280167025927,0.956775652936374,-6.03684712730432
"257_at","257_at","ALX homeobox 3",257,-0.0146267017499975,4.83633085208889,-0.252403311785122,0.802830306670808,0.956775652936374,-6.03685643026205
"1750_at","1750_at","distal-less homeobox 6",1750,0.01436350015,5.62638206736667,0.252361007334182,0.802862630973707,0.956775652936374,-6.03686692952508
"26005_at","26005_at","C2 calcium-dependent domain containing 3",26005,0.0103630607000023,6.13460704101111,0.252213494091861,0.80297534680279,0.956775652936374,-6.03690352617263
"56990_at","56990_at","CDC42 small effector 2",56990,-0.0157504248499993,7.07622378161111,-0.252095490928669,0.803065516922351,0.956775652936374,-6.03693278632569
