"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"207085_x_at","207085_x_at","CSF2RA","colony stimulating factor 2 receptor subunit alpha","1438",0.119699087344492,6.9239160323513,0.312677499044091,0.759473135905789,0.923617006575095,-6.14841111200541
"222243_s_at","222243_s_at","TOB2","transducer of ERBB2, 2","10766",0.044938640417211,12.8816759117828,0.312604092614819,0.759527659230624,0.923617006575095,-6.14843463923931
"208592_s_at","208592_s_at","CD1E","CD1e molecule","913",0.0727007782901268,7.52206840712079,0.312500815382572,0.759604371642988,0.923617006575095,-6.14846773104981
"207921_x_at","207921_x_at","PAX8","paired box 8","7849",-0.137475703897678,7.73461974728041,-0.3124935158467,0.759609793702959,0.923617006575095,-6.14847006953995
"218578_at","218578_at","CDC73","cell division cycle 73","79577",-0.0329263944616542,10.9063447454499,-0.312397740031257,0.759680936740225,0.923644351420292,-6.1485007474404
"211403_x_at","211403_x_at","VCX2","variable charge X-linked 2","51480",0.0670536737450256,9.23492613735512,0.311949389657018,0.760014005204779,0.923755400175219,-6.14864423519274
"217512_at","217512_at","KNG1","kininogen 1","3827",-0.120665055035941,7.97133108495104,-0.311946524180572,0.760016134056939,0.923755400175219,-6.14864515159259
"202771_at","202771_at","PIEZO1","piezo type mechanosensitive ion channel component 1","9780",-0.107963394514925,8.8907630595753,-0.311943550777909,0.760018343093015,0.923755400175219,-6.14864610249925
"212892_at","212892_at","ZNF282","zinc finger protein 282","8427",-0.0505039261632998,10.7538596624131,-0.311905285642556,0.760046771683114,0.923755400175219,-6.14865833905392
"207052_at","207052_at","HAVCR1","hepatitis A virus cellular receptor 1","26762",-0.0906261859022255,7.8869133586179,-0.311903041808784,0.760048438721808,0.923755400175219,-6.14865905654881
"218862_at","218862_at","ASB13","ankyrin repeat and SOCS box containing 13","79754",-0.0406612638901986,11.0963136720705,-0.311843098189836,0.760092973824721,0.923755400175219,-6.14867822241555
"216504_s_at","216504_s_at","SLC39A8","solute carrier family 39 member 8","64116",0.150760859948276,7.8431096259251,0.311816291518458,0.760112890125216,0.923755400175219,-6.14868679218072
"211948_x_at","211948_x_at","PRRC2C","proline rich coiled-coil 2C","23215",0.0290367211802458,11.881518868919,0.311610230012233,0.760265991643847,0.923851093647728,-6.14875264330722
"204753_s_at","204753_s_at","HLF","HLF transcription factor, PAR bZIP family member","3131",-0.0861970470201623,10.0784061683521,-0.311519683312096,0.760333270207192,0.923851093647728,-6.1487815657836
"204349_at","204349_at","MED7","mediator complex subunit 7","9443",0.0475163541351282,10.5708144306712,0.311495256406956,0.760351420383173,0.923851093647728,-6.14878936682149
"206861_s_at","206861_s_at","CGGBP1","CGG triplet repeat binding protein 1","8545",0.0294391355979684,12.6116388891815,0.311391967952327,0.760428169503455,0.923851093647728,-6.1488223466242
"204177_s_at","204177_s_at","KLHL20","kelch like family member 20","27252",0.0383005699470669,11.5503801944848,0.31135573858537,0.760455090582028,0.923851093647728,-6.1488339120394
"203131_at","203131_at","PDGFRA","platelet derived growth factor receptor alpha","5156",-0.0496004527756675,11.8860831517658,-0.311254883451091,0.760530035057971,0.923851093647728,-6.14886610080727
"214362_at","214362_at","RGS12","regulator of G protein signaling 12","6002",-0.103044343482025,7.99865146068736,-0.311251856175846,0.760532284635835,0.923851093647728,-6.148867066829
"216102_at","216102_at","PHLDB1","pleckstrin homology like domain family B member 1","23187",-0.0691860006764511,6.81281926091377,-0.311162365551965,0.760598786426345,0.92387148739956,-6.14889561964609
"206872_at","206872_at","SLC17A1","solute carrier family 17 member 1","6568",-0.103701075895199,9.24611600751752,-0.31105495932138,0.760678604179247,0.92387148739956,-6.14892987792999
"213097_s_at","213097_s_at","DNAJC2","DnaJ heat shock protein family (Hsp40) member C2","27000",-0.0356041206370428,11.2582224542288,-0.311007274571731,0.760714041487436,0.92387148739956,-6.14894508372155
"214598_at","214598_at","CLDN8","claudin 8","9073",-0.130182068792133,6.59337619965131,-0.310967317477373,0.760743736358508,0.92387148739956,-6.14895782353803
"213968_at","213968_at","TSPAN5","tetraspanin 5","10098",0.111935855335469,8.53651077433859,0.310631220164995,0.760993529043784,0.92399084524776,-6.14906492013641
"218749_s_at","218749_s_at","SLC8B1","solute carrier family 8 member B1","80024",-0.0638463349948122,10.1118125107549,-0.310492365860043,0.761096735834731,0.92399084524776,-6.14910913243601
"220034_at","220034_at","IRAK3","interleukin 1 receptor associated kinase 3","11213",0.113105812360764,8.9676399521912,0.31042888938091,0.761143917833727,0.92399084524776,-6.14912933736154
"219171_s_at","219171_s_at","ZNF236","zinc finger protein 236","7776",-0.145099284889676,7.57323617641544,-0.310357013037497,0.761197344642517,0.92399084524776,-6.14915221110074
"219009_at","219009_at","C14orf93","chromosome 14 open reading frame 93","60686",0.0437082721483648,10.180681430019,0.310294069583707,0.761244132541151,0.92399084524776,-6.14917223777674
"216283_s_at","216283_s_at","PVR","PVR cell adhesion molecule","5817",-0.13001798387184,7.06369220130035,-0.310289830691013,0.761247283481867,0.92399084524776,-6.14917358631859
"220293_at","220293_at","CATSPERB","cation channel sperm associated auxiliary subunit beta","79820",-0.0982896889856937,8.23142715742719,-0.310265577418924,0.761265312007026,0.92399084524776,-6.14918130179435
"221296_at","221296_at","TECTA","tectorin alpha","7007",-0.158612517180931,8.57849499984901,-0.310135530472382,0.761361984102169,0.92399084524776,-6.14922266233236
"220742_s_at","220742_s_at","NGLY1","N-glycanase 1","55768",0.023513135706823,13.2321100967686,0.310055091012214,0.761421781911043,0.92399084524776,-6.14924823700273
"207619_at","207619_at","HCRTR1","hypocretin receptor 1","3061",0.124550379345566,7.77562358384613,0.310049732033048,0.761425765773783,0.92399084524776,-6.14924994058769
"216291_at","216291_at","ZNF440","zinc finger protein 440","126070",-0.0953204659150515,7.96597091776227,-0.310049599846733,0.761425864041121,0.92399084524776,-6.1492499826085
"205199_at","205199_at","CA9","carbonic anhydrase 9","768",-0.074456425022225,9.640108786121,-0.310049303652805,0.761426084231772,0.92399084524776,-6.14925007676576
"206386_at","206386_at","SERPINA7","serpin family A member 7","6906",0.0532129125911016,8.99827031996056,0.309959954147499,0.761492507666188,0.924012385141253,-6.14927847608735
"221936_x_at","221936_x_at","MRPL41","mitochondrial ribosomal protein L41","64975",0.0784398736769836,8.07320573544006,0.309806808605635,0.761606362369988,0.924056023514896,-6.14932713393199
"205267_at","205267_at","POU2AF1","POU class 2 homeobox associating factor 1","5450",-0.111832470695333,8.55797077016039,-0.309726179551984,0.761666307649922,0.924056023514896,-6.14935274211231
"201249_at","201249_at","SLC2A1","solute carrier family 2 member 1","6513",-0.117978402557284,8.47849156123021,-0.309662480483343,0.761713667125886,0.924056023514896,-6.14937296860548
"215704_at","215704_at","FLG","filaggrin","2312",0.155578368765974,7.47305139359326,0.309580263660097,0.761774795801298,0.924056023514896,-6.14939906902177
"220428_at","220428_at","CD207","CD207 molecule","50489",-0.121942980222447,7.6836363074454,-0.30954262827157,0.761802778481501,0.924056023514896,-6.14941101441248
"220153_at","220153_at","ENTPD7","ectonucleoside triphosphate diphosphohydrolase 7","57089",-0.103918945481393,7.99774448943457,-0.309518761880732,0.76182052381119,0.924056023514896,-6.14941858881212
"205028_at","205028_at","TRO","trophinin","7216",0.126643643109919,8.17935118719059,0.309452527890399,0.761869771371082,0.924056717333799,-6.14943960626752
"216909_at","216909_at","RRP12","ribosomal RNA processing 12 homolog","23223",0.0919502589649888,8.04610120819124,0.309261946422268,0.76201148215758,0.924144167634414,-6.14950005711433
"201019_s_at","201019_s_at","EIF1AX","eukaryotic translation initiation factor 1A X-linked","1964",0.0261076665349282,13.9876306419263,0.309167758122529,0.76208152110985,0.924144167634414,-6.1495299193127
"205277_at","205277_at","PRDM2","PR/SET domain 2","7799",-0.0274874135341783,11.3968464636497,-0.309159162184236,0.76208791320674,0.924144167634414,-6.14953264419041
"209890_at","209890_at","TSPAN5","tetraspanin 5","10098",0.0824956646866948,9.7137617038731,0.308882292881845,0.762293807991049,0.924334801411732,-6.1496203707347
"212046_x_at","212046_x_at","MAPK3","mitogen-activated protein kinase 3","5595",-0.115355874017963,10.5199302394378,-0.308628525183614,0.762482539722524,0.924376190546999,-6.14970070950203
"218229_s_at","218229_s_at","POGK","pogo transposable element derived with KRAB domain","57645",-0.0412973306149222,10.8616188997015,-0.308571491105091,0.762524959196861,0.924376190546999,-6.14971875662241
"217529_at","217529_at","ORAI2","ORAI calcium release-activated calcium modulator 2","80228",0.111563772099781,7.58053303575492,0.308364411580918,0.762678982674699,0.924376190546999,-6.14978425455106
"207073_at","207073_at","CDKL2","cyclin dependent kinase like 2","8999",0.0847761483795271,7.52199223124354,0.308352819453729,0.762687605082509,0.924376190546999,-6.14978791978674
"221945_at","221945_at","FBXO41","F-box protein 41","150726",-0.125102360602424,8.23411095649095,-0.308341315076849,0.762696162252821,0.924376190546999,-6.14979155714307
"205032_at","205032_at","ITGA2","integrin subunit alpha 2","3673",0.0444769820832764,9.365593627654,0.308317034286407,0.762714222864587,0.924376190546999,-6.14979923359875
"211057_at","211057_at","ROR1","receptor tyrosine kinase like orphan receptor 1","4919",-0.129701889889589,6.74671054878407,-0.308277991547672,0.76274326405689,0.924376190546999,-6.1498115758469
"207538_at","207538_at","IL4","interleukin 4","3565",0.194706052823795,6.20403008237809,0.30826270593352,0.762754634069553,0.924376190546999,-6.14981640753845
"213177_at","213177_at","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3","23162",-0.0665050501342535,8.07195959996388,-0.308247193543076,0.762766172825471,0.924376190546999,-6.14982131067139
"222321_at","222321_at","AGTR2","angiotensin II receptor type 2","186",-0.160290729865604,8.90274408280384,-0.308134692448775,0.762849857544949,0.924418594129536,-6.14985686257493
"210119_at","210119_at","KCNJ15","potassium inwardly rectifying channel subfamily J member 15","3772",0.132502860422605,7.42841997899013,0.307910209451748,0.763016850046054,0.924518171700377,-6.1499277641102
"217189_s_at","217189_s_at","SMG7","SMG7 nonsense mediated mRNA decay factor","9887",0.0384766314966498,10.7154504060974,0.307893298202047,0.763029430794433,0.924518171700377,-6.14993310336001
"206333_at","206333_at","MSI1","musashi RNA binding protein 1","4440",0.0913503083473239,6.78949762156962,0.307647225971589,0.763212498682203,0.924680967195286,-6.15001076104194
"212354_at","212354_at","SULF1","sulfatase 1","23213",-0.0664126372367999,9.7385481732781,-0.307481807874656,0.763335571451535,0.924725401775841,-6.15006293079401
"214268_s_at","214268_s_at","MTMR4","myotubularin related protein 4","9110",-0.0286468033035501,10.8817714057819,-0.307466991089663,0.763346595618901,0.924725401775841,-6.15006760238027
"201758_at","201758_at","TSG101","tumor susceptibility 101","7251",0.0262052771749541,13.5055627089012,0.307318441618154,0.763457124198306,0.924778390049882,-6.15011442630836
"205209_at","205209_at","ACVR1B","activin A receptor type 1B","91",-0.132640126326754,9.26517918110249,-0.307277263588795,0.763487763761683,0.924778390049882,-6.15012740199214
"218694_at","218694_at","ARMCX1","armadillo repeat containing X-linked 1","51309",-0.0508122225602499,12.3745260763899,-0.307068712821882,0.763642947644492,0.924853589715751,-6.1501930925007
"208403_x_at","208403_x_at","MAX","MYC associated factor X","4149",-0.0538595748130533,8.99008000849963,-0.307062886885244,0.763647282911631,0.924853589715751,-6.15019492695663
"200042_at","200042_at","RTCB","RNA 2',3'-cyclic phosphate and 5'-OH ligase","51493",-0.0289744276515727,12.4690378221721,-0.306970641215209,0.763715926991247,0.924877721230022,-6.15022396846668
"202258_s_at","202258_s_at","N4BP2L2","NEDD4 binding protein 2 like 2","10443",0.0270468994764705,11.8318504397162,0.306822329281557,0.763826296811263,0.924952377282963,-6.15027064318107
"210850_s_at","210850_s_at","ELK1","ETS transcription factor ELK1","2002",0.12681684284852,8.12612493922181,0.306693735947792,0.76392199691649,0.924993238530104,-6.15031109434126
"212618_at","212618_at","ZNF609","zinc finger protein 609","23060",0.0745258265391264,7.85752205667684,0.306646045090752,0.763957489828988,0.924993238530104,-6.15032609204293
"220262_s_at","220262_s_at","DLK2","delta like non-canonical Notch ligand 2","65989",-0.0579628908961709,8.0255029193227,-0.30628056106413,0.764229512007097,0.925177872982771,-6.15044095227381
"202513_s_at","202513_s_at","PPP2R5D","protein phosphatase 2 regulatory subunit B'delta","5528",-0.0307424271610426,12.4075711309334,-0.306198663823057,0.764290470890386,0.925177872982771,-6.15046667151581
"220470_at","220470_at","BET1L","Bet1 golgi vesicular membrane trafficking protein like","51272",0.143302084533105,7.00663656726939,0.306186019405793,0.764299882702969,0.925177872982771,-6.15047064180066
"213509_x_at","213509_x_at","CES2","carboxylesterase 2","8824",-0.0378131949467786,12.0236264723261,-0.30616799091736,0.764313302190998,0.925177872982771,-6.15047630237806
"37232_at","37232_at","KIAA0586","KIAA0586","9786",-0.0337598071031096,9.9415254465449,-0.306081663122424,0.764377561299495,0.925177872982771,-6.15050340299314
"215138_s_at","215138_s_at","KAZN","kazrin, periplakin interacting protein","23254",0.0828142362041078,7.8682941694079,0.306018562973372,0.764424531785191,0.925177872982771,-6.15052320706309
"219084_at","219084_at","NSD1","nuclear receptor binding SET domain protein 1","64324",0.0587951388436903,9.90293985599123,0.305949034973488,0.764476288156976,0.925177872982771,-6.15054502386501
"216680_s_at","216680_s_at","EPHB4","EPH receptor B4","2050",-0.0515192045848014,10.4041301318784,-0.305917373221614,0.764499857431559,0.925177872982771,-6.15055495721054
"220362_at","220362_at","PSORS1C1","psoriasis susceptibility 1 candidate 1","170679",-0.140767499814334,8.54950565759009,-0.305841289806884,0.764556495563694,0.925186684517559,-6.15057882296948
"219737_s_at","219737_s_at","PCDH9","protocadherin 9","5101",-0.0983197384429282,9.31656766940064,-0.305776659588493,0.76460460879667,0.925186684517559,-6.15059909150887
"218979_at","218979_at","RMI1","RecQ mediated genome instability 1","80010",-0.0556310354576812,10.0504302567618,-0.305653056077279,0.764696626859393,0.925203212557214,-6.15063784277878
"212867_at","212867_at","NCOA2","nuclear receptor coactivator 2","10499",0.0357497209497328,11.4635455983172,0.305627382920447,0.764715740003963,0.925203212557214,-6.1506458897034
"201628_s_at","201628_s_at","RRAGA","Ras related GTP binding A","10670",-0.0314428882306164,14.1603907283297,-0.305021244363094,0.765167044418734,0.925669323344611,-6.15083568266415
"201726_at","201726_at","ELAVL1","ELAV like RNA binding protein 1","1994",0.0314207990379263,13.0298802411325,0.304978975447167,0.765198519345079,0.925669323344611,-6.1508489039813
"202927_at","202927_at","PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","5300",-0.0569157733328307,10.9296355676637,-0.304756563269099,0.765364142446317,0.925810684350764,-6.1509184426662
"202496_at","202496_at","EDC4","enhancer of mRNA decapping 4","23644",0.0348979857988176,10.5365834351768,0.304348867824845,0.765667771118152,0.92611895297273,-6.15104578163919
"205487_s_at","205487_s_at","VGLL1","vestigial like family member 1","51442",0.128353248552386,7.8248621347546,0.304264883256116,0.765730323113895,0.926135604867111,-6.15107199238784
"219793_at","219793_at","SNX16","sorting nexin 16","64089",0.0823105762722367,8.57401109905511,0.304099169007291,0.765853752668976,0.926225880147025,-6.15112368924976
"208541_x_at","208541_x_at","TFAM","transcription factor A, mitochondrial","7019",-0.0400086913284401,10.6254327335305,-0.304007435511529,0.765922081726773,0.926249509459871,-6.15115229485531
"221506_s_at","221506_s_at","TNPO2","transportin 2","30000",-0.0240681233342688,12.3272040124585,-0.303914997030429,0.765990937964267,0.926260859624652,-6.15118111169695
"204055_s_at","204055_s_at","MIA2","MIA SH3 domain ER export factor 2","4253",-0.0579345069649779,10.8037557260814,-0.303802670062577,0.766074611663654,0.926260859624652,-6.15121611696848
"213471_at","213471_at","NPHP4","nephrocystin 4","261734",0.119130040138691,7.82041109005336,0.303798333296346,0.76607784223381,0.926260859624652,-6.1512174682109
"218341_at","218341_at","PPCS","phosphopantothenoylcysteine synthetase","79717",-0.0633786174303292,11.9688634616158,-0.303677601456965,0.766167780353111,0.926264649428837,-6.15125507800687
"207406_at","207406_at","CYP7A1","cytochrome P450 family 7 subfamily A member 1","1581",-0.217669374266743,6.12192969564348,-0.303638676584939,0.76619677784498,0.926264649428837,-6.15126720055362
"214254_at","214254_at","MAGEA4","MAGE family member A4","4103",0.17117825300978,8.07095625934864,0.303425622114576,0.766355501499057,0.926264649428837,-6.15133352593114
"220279_at","220279_at","TRIM17","tripartite motif containing 17","51127",0.0684857414731095,8.14028326816168,0.303402303686709,0.766372874183203,0.926264649428837,-6.15134078233896
"207578_s_at","207578_s_at","HTR4","5-hydroxytryptamine receptor 4","3360",-0.1054895127468,9.6089568459088,-0.303321129999363,0.766433351190424,0.926264649428837,-6.15136603830547
"201702_s_at","201702_s_at","PPP1R10","protein phosphatase 1 regulatory subunit 10","5514",-0.114617873770403,8.11329748893069,-0.303307377772999,0.766443597198992,0.926264649428837,-6.15137031644327
"209865_at","209865_at","SLC35A3","solute carrier family 35 member A3","23443",-0.0506993239508162,9.09411371230362,-0.303293207326051,0.766454154847939,0.926264649428837,-6.15137472448407
"206148_at","206148_at","IL3RA","interleukin 3 receptor subunit alpha","3563",-0.0620826508829868,7.43174425527854,-0.30322072029848,0.766508161848944,0.926264649428837,-6.15139727005344
"217642_at","217642_at","RNF40","ring finger protein 40","9810",0.19483960515293,8.78945975307933,0.303204692866746,0.766520103377951,0.926264649428837,-6.15140225433297
"202792_s_at","202792_s_at","PPP6R2","protein phosphatase 6 regulatory subunit 2","9701",0.0324345083809661,10.8086842776131,0.303080033433001,0.76661298527021,0.926317924535019,-6.15144101259626
"222383_s_at","222383_s_at","ALOXE3","arachidonate lipoxygenase 3","59344",-0.0893131361123771,6.84073179718079,-0.30278032294982,0.766836310451305,0.926426132558962,-6.15153413226656
"220361_at","220361_at","IQCH","IQ motif containing H","64799",0.198008371542024,6.3457322788437,0.302770246484879,0.766843819168429,0.926426132558962,-6.15153726143403
"220546_at","220546_at","KMT2A","lysine methyltransferase 2A","4297",-0.0836286845573735,7.61499740259236,-0.302763376622586,0.766848938423489,0.926426132558962,-6.15153939475726
"214095_at","214095_at","SHMT2","serine hydroxymethyltransferase 2","6472",-0.0771609475026214,8.96469908770068,-0.30256418093882,0.766997379174423,0.926546499920283,-6.1516012309705
"203330_s_at","203330_s_at","STX5","syntaxin 5","6811",-0.0639835038825964,9.61056898474325,-0.302416309238032,0.767107579447201,0.926620659724209,-6.15164710876919
"206394_at","206394_at","MYBPC2","myosin binding protein C2","4606",0.0234045664289475,17.2961968829464,0.302260651243384,0.767223588089697,0.926701825812484,-6.15169537841897
"218831_s_at","218831_s_at","FCGRT","Fc fragment of IgG receptor and transporter","2217",-0.0274866968820628,11.8145607014123,-0.302082598974338,0.767356293871663,0.926801677723869,-6.15175056251819
"207848_at","207848_at","AVP","arginine vasopressin","551",-0.113953029388979,7.57740187406223,-0.301990295792541,0.767425092213156,0.926801677723869,-6.15177915761714
"213505_s_at","213505_s_at","SUGP2","SURP and G-patch domain containing 2","10147",-0.0305508610014513,12.1221166354478,-0.301933473562828,0.767467445783368,0.926801677723869,-6.15179675659838
"205025_at","205025_at","ZBTB48","zinc finger and BTB domain containing 48","3104",-0.107970007839492,8.1505746435799,-0.301887737202235,0.767501536846657,0.926801677723869,-6.15181091969339
"205335_s_at","205335_s_at","SRP19","signal recognition particle 19","6728",0.0223489874301759,12.5126986206724,0.301540191467368,0.767760607645837,0.926863026472996,-6.15191847445894
"204873_at","204873_at","PEX1","peroxisomal biogenesis factor 1","5189",0.0502556722810006,9.64461699188134,0.301531097128344,0.767767387223197,0.926863026472996,-6.15192128723908
"214526_x_at","214526_x_at","PMS2P1","PMS1 homolog 2, mismatch repair system component pseudogene 1","5379",-0.0291640474877859,12.2273098475239,-0.301486117143011,0.767800918846294,0.926863026472996,-6.15193519782987
"202679_at","202679_at","NPC1","NPC intracellular cholesterol transporter 1","4864",-0.0453046419857674,9.84108104574603,-0.301391589543177,0.76787138874749,0.926863026472996,-6.1519644249389
"218342_s_at","218342_s_at","ERMP1","endoplasmic reticulum metallopeptidase 1","79956",-0.0379475123767534,11.0983939333533,-0.301361272904856,0.767893990119918,0.926863026472996,-6.1519737966658
"203329_at","203329_at","PTPRM","protein tyrosine phosphatase receptor type M","5797",0.026929054613225,12.7425392311881,0.30133363248683,0.767914596534419,0.926863026472996,-6.15198234028788
"208803_s_at","208803_s_at","SRP72","signal recognition particle 72","6731",-0.040286895693102,10.4703345815735,-0.301293134375807,0.767944788915096,0.926863026472996,-6.15199485681353
"205190_at","205190_at","PLS1","plastin 1","5357",0.133345685282054,7.91598416863563,0.301246940385066,0.767979228201151,0.926863026472996,-6.15200913170874
"212549_at","212549_at","STAT5B","signal transducer and activator of transcription 5B","6777",0.0360190705427925,12.3638903446957,0.30123014313172,0.767991751286358,0.926863026472996,-6.15201432187138
"208422_at","208422_at","MSR1","macrophage scavenger receptor 1","4481",0.0861422250474764,8.63091081191905,0.300881587668593,0.768251629876594,0.927093079704478,-6.15212195722298
"201652_at","201652_at","COPS5","COP9 signalosome subunit 5","10987",0.0252353927478914,14.2579588258102,0.30084348212223,0.768280042662813,0.927093079704478,-6.15213371692344
"214667_s_at","214667_s_at","TP53I11","tumor protein p53 inducible protein 11","9537",0.100056121635927,8.16047908042633,0.300704032385042,0.76838402408009,0.927159620742161,-6.15217673979925
"211315_s_at","211315_s_at","CACNA1G","calcium voltage-gated channel subunit alpha1 G","8913",0.083973708153243,8.67962678132494,0.300607600287564,0.768455931899062,0.927187454631485,-6.15220647942249
"207106_s_at","207106_s_at","LTK","leukocyte receptor tyrosine kinase","4058",-0.0982834461836584,8.52731922218893,-0.300200194188739,0.768759752477447,0.927495083637233,-6.15233201954327
"213680_at","213680_at","KRT6B","keratin 6B","3854",0.0686657591943671,9.5914363346462,0.299962554621866,0.76893698906724,0.927649961899624,-6.15240516947379
"210603_at","210603_at","NAA11","N-alpha-acetyltransferase 11, NatA catalytic subunit","84779",-0.0731142690141855,9.07956620723314,-0.299837662889407,0.769030141366222,0.927681053534851,-6.15244359060837
"211758_x_at","211758_x_at","TXNDC9","thioredoxin domain containing 9","10190",-0.0266988232386147,11.8015942410368,-0.299691621775087,0.76913907296779,0.927681053534851,-6.15248849803968
"213372_at","213372_at","PAQR3","progestin and adipoQ receptor family member 3","152559",-0.0374040102374487,9.72566863623577,-0.299639710598504,0.769177794577252,0.927681053534851,-6.15250445545592
"216251_s_at","216251_s_at","TTLL12","tubulin tyrosine ligase like 12","23170",-0.0472459973946719,10.6329103616907,-0.29958572059881,0.769218067506727,0.927681053534851,-6.1525210490084
"220412_x_at","220412_x_at","KCNK7","potassium two pore domain channel subfamily K member 7","10089",-0.0799223709710537,7.16298213208149,-0.299585574458303,0.769218176518718,0.927681053534851,-6.15252109391994
"219954_s_at","219954_s_at","GBA3","glucosylceramidase beta 3 (gene/pseudogene)","57733",-0.041808626070333,9.74451894209905,-0.299524577881083,0.769263676726685,0.927681053534851,-6.15253983735328
"220404_at","220404_at","ADGRG3","adhesion G protein-coupled receptor G3","222487",-0.0811792158349469,8.99769233307782,-0.299469414460701,0.769304826474882,0.927681053534851,-6.15255678509562
"211809_x_at","211809_x_at","COL13A1","collagen type XIII alpha 1 chain","1305",0.0647862875838907,10.156366865508,0.299344252817124,0.769398194848075,0.92773471360492,-6.15259522683423
"202821_s_at","202821_s_at","LPP","LIM domain containing preferred translocation partner in lipoma","4026",0.101735099926135,9.74911693044072,0.299171513382435,0.769527061556291,0.92783116777292,-6.15264825544142
"220581_at","220581_at","CCDC170","coiled-coil domain containing 170","80129",-0.114161371013283,8.32065851603977,-0.298963126446086,0.769682531416312,0.927840070495108,-6.15271218717827
"205655_at","205655_at","MDM4","MDM4 regulator of p53","4194",0.102547375671502,8.35387289066681,0.298946582789342,0.769694874476513,0.927840070495108,-6.15271726078139
"217622_at","217622_at","RHBDD3","rhomboid domain containing 3","25807",0.0626749390835091,10.7924035461826,0.298900966035611,0.769728909027677,0.927840070495108,-6.1527312490784
"212329_at","212329_at","SCAP","SREBF chaperone","22937",-0.0252063473562476,11.7079912696619,-0.298861709217736,0.769758198843175,0.927840070495108,-6.15274328542755
"218607_s_at","218607_s_at","SDAD1","SDA1 domain containing 1","55153",-0.0300514988873744,11.7283860414737,-0.298698857127485,0.769879707971358,0.927840070495108,-6.1527932001014
"211162_x_at","211162_x_at","SCD","stearoyl-CoA desaturase","6319",0.0712390386459854,7.41280538345939,0.298626306195369,0.769933842566634,0.927840070495108,-6.15281542855242
"201357_s_at","201357_s_at","SF3A1","splicing factor 3a subunit 1","10291",-0.0404839186075368,11.1636018143301,-0.298580020738106,0.769968379573545,0.927840070495108,-6.15282960689854
"203365_s_at","203365_s_at","MMP15","matrix metallopeptidase 15","4324",0.0873354669002051,7.16695354924035,0.298565553829128,0.769979174510255,0.927840070495108,-6.15283403801544
"219573_at","219573_at","CARMIL1","capping protein regulator and myosin 1 linker 1","55604",-0.127998543109256,6.82518745642574,-0.29838101121657,0.770116881127991,0.927840070495108,-6.15289054360476
"220341_s_at","220341_s_at","MRNIP","MRN complex interacting protein","51149",-0.0918575961727282,8.83737075388185,-0.298305140558325,0.770173498544115,0.927840070495108,-6.15291376465052
"213213_at","213213_at","DIDO1","death inducer-obliterator 1","11083",-0.0384074560968308,10.2391360340358,-0.298196531981544,0.770254548558306,0.927840070495108,-6.15294699536263
"220023_at","220023_at","APOBR","apolipoprotein B receptor","55911",0.121710325410168,7.25602240886686,0.298176080756731,0.770269810761577,0.927840070495108,-6.15295325144127
"205802_at","205802_at","TRPC1","transient receptor potential cation channel subfamily C member 1","7220",-0.164674789330935,7.87049979509864,-0.298148534901564,0.770290367655451,0.927840070495108,-6.15296167711572
"211671_s_at","211671_s_at","NR3C1","nuclear receptor subfamily 3 group C member 1","2908",-0.0338068315117415,13.3379594949199,-0.298081619174952,0.770340306210532,0.927840070495108,-6.15298214197597
"220409_at","220409_at","CAMSAP1","calmodulin regulated spectrin associated protein 1","157922",-0.188382789434158,7.75558406295285,-0.298080137921807,0.77034141166738,0.927840070495108,-6.15298259493691
"211100_x_at","211100_x_at","LILRA2","leukocyte immunoglobulin like receptor A2","11027",0.0999627433696304,9.3971817093222,0.297946844339203,0.770440890591148,0.927840070495108,-6.1530233464648
"211014_s_at","211014_s_at","PML","PML nuclear body scaffold","5371",0.030295827967576,11.3260590957187,0.297928613401245,0.770454496931675,0.927840070495108,-6.15302891876881
"215461_at","215461_at","ZNRF4","zinc and ring finger 4","148066",-0.0890404323044365,9.82838515978649,-0.297887934732727,0.770484857026787,0.927840070495108,-6.1530413510317
"200891_s_at","200891_s_at","SSR1","signal sequence receptor subunit 1","6745",0.0340894941128216,11.7633673587197,0.297777374054066,0.770567374810695,0.927840070495108,-6.15307513226106
"206122_at","206122_at","SOX15","SRY-box transcription factor 15","6665",-0.0755204963933966,7.0895251399655,-0.29772836901539,0.770603951014752,0.927840070495108,-6.15309010153632
"207893_at","207893_at","SRY","sex determining region Y","6736",-0.131780916615084,6.88403470366282,-0.297683096328414,0.770637741986788,0.927840070495108,-6.15310392855389
"212408_at","212408_at","TOR1AIP1","torsin 1A interacting protein 1","26092",-0.0313332095212537,13.4047078699053,-0.297662780520243,0.770652905612345,0.927840070495108,-6.15311013265943
"219296_at","219296_at","ZDHHC13","zinc finger DHHC-type palmitoyltransferase 13","54503",0.114003307147776,8.29690628167557,0.29762686640517,0.770679711982177,0.927840070495108,-6.15312109920378
"203776_at","203776_at","GPKOW","G-patch domain and KOW motifs","27238",0.0305957533502497,11.6677730526286,0.297589715769542,0.770707441615958,0.927840070495108,-6.15313244195272
"209518_at","209518_at","SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","6602",-0.0436671816171135,10.7575744759035,-0.297432934560858,0.77082446840643,0.927865955624093,-6.1531802946633
