"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"344405_at","344405_at","344405","PRORSD1P","prolyl-tRNA synthetase associated domain containing 1, pseudogene",0.0209400372000017,5.0679556531,0.386961544767065,0.702117810486294,0.905732136101728,-6.03949207702702
"5164_at","5164_at","5164","PDK2","pyruvate dehydrogenase kinase 2",0.0188422489999933,9.83167248755,0.386915080565793,0.702151765642141,0.905732136101728,-6.03950977674972
"26037_at","26037_at","26037","SIPA1L1","signal induced proliferation associated 1 like 1",0.0255826754999999,5.99890990825,0.386770834549634,0.702257181913962,0.905732136101728,-6.03956471137102
"127262_at","127262_at","127262","TPRG1L","tumor protein p63 regulated 1 like",0.0169861188499985,7.431946316275,0.386680760663151,0.70232301179726,0.905732136101728,-6.03959900483287
"645745_at","645745_at","645745","MT1HL1","metallothionein 1H like 1",0.0247031942499998,4.559177868175,0.386671327931045,0.702329905782148,0.905732136101728,-6.03960259566217
"399909_at","399909_at","399909","PCNX3","pecanex 3",0.0209703196500017,5.820804499825,0.386590707587346,0.702388828842208,0.905732136101728,-6.0396332824882
"4131_at","4131_at","4131","MAP1B","microtubule associated protein 1B",0.0431564444999957,7.11439713005,0.386389251115511,0.702536075811198,0.905732136101728,-6.03970993600848
"204962_at","204962_at","204962","SLC44A5","solute carrier family 44 member 5",-0.038006354150002,4.983448467675,-0.38636214561301,0.702555888455526,0.905732136101728,-6.03972024655144
"23365_at","23365_at","23365","ARHGEF12","Rho guanine nucleotide exchange factor 12",-0.014328193599999,8.89810880505,-0.386356132953837,0.702560283410613,0.905732136101728,-6.03972253358366
"2957_at","2957_at","2957","GTF2A1","general transcription factor IIA subunit 1",-0.0189313749999984,7.3406440988,-0.386306126280686,0.702596836213017,0.905732136101728,-6.03974155323587
"80714_at","80714_at","80714","PBX4","PBX homeobox 4",0.0203535615500012,4.306169380975,0.386053470556696,0.702781528226796,0.905885848063598,-6.03983761172508
"84948_at","84948_at","84948","TIGD5","tigger transposable element derived 5",0.0252537030499997,4.821337302975,0.385927526722456,0.702873600469205,0.90592015556843,-6.03988547178936
"285613_at","285613_at","285613","RELL2","RELT like 2",-0.0200411246500005,4.068475071025,-0.385814259117796,0.702956409607107,0.905942518759881,-6.03992850157572
"8528_at","8528_at","8528","DDO","D-aspartate oxidase",-0.025970548100001,5.15469906085,-0.385651862924011,0.703075142837133,0.906011171030346,-6.03999017330453
"5050_at","5050_at","5050","PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3",0.020791512849998,6.016673208975,0.385372458133829,0.703279442924758,0.906107241817772,-6.04009622032765
"83658_at","83658_at","83658","DYNLRB1","dynein light chain roadblock-type 1",0.0243695582000036,9.1924100297,0.385370827602952,0.703280635231684,0.906107241817772,-6.0400968389667
"79188_at","79188_at","79188","TMEM43","transmembrane protein 43",0.0208616159000004,7.3469528146,0.384763626141445,0.7037246981673,0.90635725199967,-6.04032703733162
"25837_at","25837_at","25837","RAB26","RAB26, member RAS oncogene family",-0.0249551283999994,4.4912570966,-0.384696426569038,0.703773849640861,0.90635725199967,-6.04035249157815
"57509_at","57509_at","57509","MTUS1","microtubule associated scaffold protein 1",0.0152952577999983,8.6549355361,0.38468954734444,0.703778881354579,0.90635725199967,-6.0403550970833
"55102_at","55102_at","55102","ATG2B","autophagy related 2B",-0.0163744543999949,7.40075749635,-0.384658326566536,0.703801717534026,0.90635725199967,-6.04036692136946
"147798_at","147798_at","147798","TMC4","transmembrane channel like 4",0.0255109398999975,4.24499052205,0.384603635590776,0.703841721479105,0.90635725199967,-6.04038763227047
"51333_at","51333_at","51333","ZNF771","zinc finger protein 771",-0.0292158348999996,3.9247584266,-0.384568240821784,0.703867611596276,0.90635725199967,-6.04040103434966
"254910_at","254910_at","254910","LCE5A","late cornified envelope 5A",-0.0228749819999998,4.30622808145,-0.384435494816717,0.703964714209542,0.906397957452792,-6.04045128721182
"8525_at","8525_at","8525","DGKZ","diacylglycerol kinase zeta",-0.0273193786999988,6.30128774985,-0.384262546468069,0.704091232197339,0.906412304341708,-6.04051673353492
"93463_at","93463_at","93463","LOC93463","uncharacterized LOC93463",-0.0232377285999981,3.87383890085,-0.384241209825447,0.704106841327869,0.906412304341708,-6.04052480563452
"6483_at","6483_at","6483","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2",0.0312110616999988,6.96771843275,0.384108353969325,0.704204036935607,0.906453113019791,-6.04057505783424
"64782_at","64782_at","64782","AEN","apoptosis enhancing nuclease",-0.0204113828000008,5.384394681,-0.383653444204427,0.704536881829708,0.906775068204984,-6.04074699566481
"692225_at","692225_at","692225","SNORD94","small nucleolar RNA, C/D box 94",0.031434905649995,9.302647529425,0.383477791863697,0.704665417876583,0.906775068204984,-6.04081333143143
"84279_at","84279_at","84279","PRADC1","protease associated domain containing 1",0.026076666999999,5.54366742505,0.383434783799871,0.704696890991529,0.906775068204984,-6.04082956901654
"81570_at","81570_at","81570","CLPB","caseinolytic mitochondrial matrix peptidase chaperone subunit B",0.0166741534499977,6.549662458175,0.383408356348531,0.704716230752371,0.906775068204984,-6.04083954574149
"197257_at","197257_at","197257","LDHD","lactate dehydrogenase D",-0.0216457584500009,7.674819212625,-0.383299817972677,0.704795661885837,0.906792968346191,-6.0408805133437
"8473_at","8473_at","8473","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase",0.0196334136000011,8.6211496453,0.383085041866897,0.704952850556833,0.906910899024593,-6.04096154641459
"54870_at","54870_at","54870","QRICH1","glutamine rich 1",-0.0123946006000022,8.2619326004,-0.382965701254585,0.705040198422235,0.906938967019587,-6.04100655315665
"285016_at","285016_at","285016","ALKAL2","ALK and LTK ligand 2",0.0267050010000003,4.2921001126,0.382774303004128,0.705180295388231,0.907034878083003,-6.04107870596995
"50489_at","50489_at","50489","CD207","CD207 molecule",-0.0330422778999995,3.94051866755,-0.382390478676479,0.705461273648942,0.907174843943654,-6.04122329172132
"5971_at","5971_at","5971","RELB","RELB proto-oncogene, NF-kB subunit",0.0291931596000001,4.66337073575,0.382330316315743,0.705505319321132,0.907174843943654,-6.04124594175883
"26251_at","26251_at","26251","KCNG2","potassium voltage-gated channel modifier subfamily G member 2",0.0243943788500012,4.810057900525,0.382310434213782,0.705519875505404,0.907174843943654,-6.04125342623579
"339500_at","339500_at","339500","ZNF678","zinc finger protein 678",-0.0203745883000015,3.9674965953,-0.382161833950498,0.705628673100588,0.907174843943654,-6.04130935358319
"51366_at","51366_at","51366","UBR5","ubiquitin protein ligase E3 component n-recognin 5",0.0136047461999977,7.5679700139,0.382153215758627,0.705634983100821,0.907174843943654,-6.04131259647593
"89801_at","89801_at","89801","PPP1R3F","protein phosphatase 1 regulatory subunit 3F",-0.0201986546999979,5.5861092845,-0.382088459295058,0.705682396668885,0.907174843943654,-6.04133696102461
"55847_at","55847_at","55847","CISD1","CDGSH iron sulfur domain 1",-0.0141445371999982,8.3836058086,-0.38154406796818,0.706081038602041,0.907479220009697,-6.04154162642734
"1212_at","1212_at","1212","CLTB","clathrin light chain B",0.0245968225499986,8.489598026075,0.381485717492057,0.706123772043846,0.907479220009697,-6.0415635463468
"51477_at","51477_at","51477","ISYNA1","inositol-3-phosphate synthase 1",0.0218448664000022,5.4195666124,0.3814499228783,0.706149987004971,0.907479220009697,-6.0415769913003
"64802_at","64802_at","64802","NMNAT1","nicotinamide nucleotide adenylyltransferase 1",0.0286718196000013,5.18780792695,0.381406969882816,0.706181445050899,0.907479220009697,-6.04159312339658
"2773_at","2773_at","2773","GNAI3","G protein subunit alpha i3",-0.0207500924499984,5.852595459275,-0.381185058550207,0.706343977642082,0.907532744771079,-6.04167643929431
"140862_at","140862_at","140862","ISM1","isthmin 1",-0.0198766926500014,4.345429987775,-0.381118812916566,0.706392500113891,0.907532744771079,-6.04170130172264
"22920_at","22920_at","22920","KIFAP3","kinesin associated protein 3",0.0186393624000001,7.32112310015,0.381081519889343,0.706419816431997,0.907532744771079,-6.041715296167
"4666_at","4666_at","4666","NACA","nascent polypeptide associated complex subunit alpha",0.0242485805000001,9.48098714555,0.380623449661883,0.706755375503581,0.907879561627025,-6.04188707957693
"140825_at","140825_at","140825","NEURL2","neuralized E3 ubiquitin protein ligase 2",-0.0191166556499995,6.419489351525,-0.380476401922363,0.706863108075999,0.907933060954126,-6.04194218148035
"333926_at","333926_at","333926","PPM1J","protein phosphatase, Mg2+/Mn2+ dependent 1J",-0.0277795355499988,7.543477637425,-0.38032595314319,0.706973338829244,0.907933060954126,-6.04199853605987
"6929_at","6929_at","6929","TCF3","transcription factor 3",0.0224759816000013,5.4321641321,0.380270445731949,0.707014009625946,0.907933060954126,-6.04201932227315
"100033805_at","100033805_at","100033805","SNORD115-31","small nucleolar RNA, C/D box 115-31",0.0425544700500002,3.601847653575,0.380067066655787,0.707163034955885,0.907933060954126,-6.04209545732418
"84159_at","84159_at","84159","ARID5B","AT-rich interaction domain 5B",-0.0193194735499986,8.586567451225,-0.379938467262233,0.707257271877628,0.907933060954126,-6.04214357780476
"1409_at","1409_at","1409","CRYAA","crystallin alpha A",0.0196472769000033,5.29819245955,0.379892091262943,0.707291257121335,0.907933060954126,-6.04216092724802
"250_at","250_at","250","ALPP","alkaline phosphatase, placental",-0.0379448641499986,3.620730952675,-0.379886765967407,0.707295159642215,0.907933060954126,-6.04216291932807
"23764_at","23764_at","23764","MAFF","MAF bZIP transcription factor F",0.0245916508999984,4.08044796805,0.379850359063062,0.707321839827123,0.907933060954126,-6.04217653763952
"10484_at","10484_at","10484","SEC23A","Sec23 homolog A, COPII coat complex component",-0.0146163309500018,8.639095126675,-0.379580930591949,0.707519297795504,0.908046902729091,-6.04227727957128
"654429_at","654429_at","654429","LRTM2","leucine rich repeats and transmembrane domains 2",-0.0200585941500004,3.977982875825,-0.379473956136166,0.707597702724844,0.908046902729091,-6.04231725878064
"57030_at","57030_at","57030","SLC17A7","solute carrier family 17 member 7",0.0291292853999989,4.04903727805,0.379460781835524,0.707607358810205,0.908046902729091,-6.0423221815986
"9477_at","9477_at","9477","MED20","mediator complex subunit 20",0.0199694187000006,5.9432766083,0.379287270889089,0.707734538077523,0.908125904597896,-6.04238700137801
"7873_at","7873_at","7873","MANF","mesencephalic astrocyte derived neurotrophic factor",-0.0177264899499985,5.718825377075,-0.379144124584748,0.707839467326644,0.908176344470265,-6.04244045556602
"782_at","782_at","782","CACNB1","calcium voltage-gated channel auxiliary subunit beta 1",-0.0181125467999976,9.6642857174,-0.379016590769913,0.707932957256396,0.908208296801239,-6.04248806289476
"7554_at","7554_at","7554","ZNF8","zinc finger protein 8",0.01428444065,5.195142387175,0.378931119840676,0.707995615187035,0.908208296801239,-6.04251995963818
"79690_at","79690_at","79690","GAL3ST4","galactose-3-O-sulfotransferase 4",0.0238745059500003,4.476097884175,0.37883355919802,0.708067138538575,0.908215866299711,-6.04255635943526
"7978_at","7978_at","7978","MTERF1","mitochondrial transcription termination factor 1",-0.0240171463000021,4.77970415075,-0.37861021637314,0.708230885224973,0.908317801038815,-6.04263965360397
"26796_at","26796_at","26796","SNORD53","small nucleolar RNA, C/D box 53",0.0476534175999985,7.14042911125,0.378425351516513,0.708366432127988,0.908317801038815,-6.04270856097546
"440311_at","440311_at","440311","LOC440311","NOP53 ribosome biogenesis factor pseudogene",0.0325205853999968,6.29210692285,0.378390131690415,0.708392257177517,0.908317801038815,-6.04272168520423
"27243_at","27243_at","27243","CHMP2A","charged multivesicular body protein 2A",-0.0147656952499986,9.722076735875,-0.378367122500455,0.708409128931572,0.908317801038815,-6.04273025864013
"1232_at","1232_at","1232","CCR3","C-C motif chemokine receptor 3",0.0554415687500001,4.061469679125,0.378167163247149,0.708555757760068,0.908357183807866,-6.04280474361201
"554_at","554_at","554","AVPR2","arginine vasopressin receptor 2",0.0227757133499997,4.340848155825,0.378146228735509,0.708571109565731,0.908357183807866,-6.04281253948405
"22982_at","22982_at","22982","DIP2C","disco interacting protein 2 homolog C",0.0218334414999992,7.88758856965,0.377970612789875,0.708699898121708,0.908438139298364,-6.04287792089744
"1472_at","1472_at","1472","CST4","cystatin S",0.0319870379499996,4.626574387825,0.377685758485395,0.708908815811547,0.908580611760591,-6.04298390769967
"8484_at","8484_at","8484","GALR3","galanin receptor 3",-0.0240897802000015,5.00448001475,-0.377598693109841,0.70897267589363,0.908580611760591,-6.0430162866873
"3816_at","3816_at","3816","KLK1","kallikrein 1",-0.0285289481,4.60647454665,-0.377478581849359,0.709060777797977,0.908580611760591,-6.04306094309767
"54873_at","54873_at","54873","PALMD","palmdelphin",0.0181575173500033,9.528778538675,0.37746104601075,0.709073640724432,0.908580611760591,-6.04306746160872
"677802_at","677802_at","677802","SNORA14B","small nucleolar RNA, H/ACA box 14B",-0.0534500124500008,4.874184079975,-0.377355836003713,0.709150816447252,0.908595380450839,-6.04310656452534
"60343_at","60343_at","60343","FAM3A","FAM3 metabolism regulating signaling molecule A",0.019785066949999,6.511510282275,0.377021730692628,0.709395916992024,0.908825279197409,-6.04323066850164
"23312_at","23312_at","23312","DMXL2","Dmx like 2",0.0329269008499988,4.993012116175,0.376811722124103,0.70954999619028,0.908913352759835,-6.04330862094901
"9775_at","9775_at","9775","EIF4A3","eukaryotic translation initiation factor 4A3",0.0194803811500011,6.650934019875,0.376749009228183,0.709596009867776,0.908913352759835,-6.0433318908397
"440352_at","440352_at","440352","SNX29P2","sorting nexin 29 pseudogene 2",-0.0548440059500011,3.860413729175,-0.376339427696094,0.709896555501961,0.909195828342341,-6.04348377372969
"5890_at","5890_at","5890","RAD51B","RAD51 paralog B",-0.0226661344999997,4.5300751829,-0.376269424798869,0.709947927521364,0.909195828342341,-6.04350971619065
"3416_at","3416_at","3416","IDE","insulin degrading enzyme",-0.0211602646999971,8.8800266979,-0.376083366111116,0.71008447454046,0.909286558811988,-6.04357864473396
"3476_at","3476_at","3476","IGBP1","immunoglobulin binding protein 1",0.0198839680499994,8.137153216425,0.375715125943503,0.710354752270663,0.909331024514296,-6.0437149661416
"3166_at","3166_at","3166","HMX1","H6 family homeobox 1",0.0235107132999977,4.40411685465,0.37571025223362,0.710358329693589,0.909331024514296,-6.04371676948971
"2787_at","2787_at","2787","GNG5","G protein subunit gamma 5",-0.02502451395,6.715006493675,-0.37566119257707,0.710394341065668,0.909331024514296,-6.04373492103486
"10890_at","10890_at","10890","RAB10","RAB10, member RAS oncogene family",0.0206580384999988,10.72113343875,0.37561967883083,0.710424814032363,0.909331024514296,-6.04375027884504
"55743_at","55743_at","55743","CHFR","checkpoint with forkhead and ring finger domains",0.0237894621500017,5.173181358725,0.375396244461926,0.710588833405142,0.909331024514296,-6.04383290851053
"253980_at","253980_at","253980","KCTD13","potassium channel tetramerization domain containing 13",0.0202898898999999,5.7769127529,0.375279951141219,0.710674207989083,0.909331024514296,-6.04387589645104
"8289_at","8289_at","8289","ARID1A","AT-rich interaction domain 1A",-0.0180125726999973,7.150042185,-0.37523580259511,0.710706619834931,0.909331024514296,-6.04389221255831
"29940_at","29940_at","29940","DSE","dermatan sulfate epimerase",0.0250906914999982,6.22926752455,0.37508163224862,0.710819809018409,0.909331024514296,-6.04394917486805
"2975_at","2975_at","2975","GTF3C1","general transcription factor IIIC subunit 1",0.0205399489500024,7.337137695825,0.374914424070243,0.710942578007612,0.909331024514296,-6.04401092820377
"375513_at","375513_at","375513","GUSBP4","GUSB pseudogene 4",0.0264651626000019,7.4459750794,0.374876432650405,0.710970473496559,0.909331024514296,-6.04402495540442
"60529_at","60529_at","60529","ALX4","ALX homeobox 4",0.0186121622500011,4.464022249875,0.374834810961027,0.711001035010445,0.909331024514296,-6.04404032136175
"9815_at","9815_at","9815","GIT2","GIT ArfGAP 2",-0.0154793203000008,8.28667633875,-0.374757232562292,0.711057999736157,0.909331024514296,-6.04406895737125
"339229_at","339229_at","339229","OXLD1","oxidoreductase like domain containing 1",-0.0165014684999996,4.98035064905,-0.374707362405622,0.711094619594885,0.909331024514296,-6.04408736252513
"84918_at","84918_at","84918","LRP11","LDL receptor related protein 11",0.0224401617499979,5.209922224375,0.374697911796647,0.71110155929528,0.909331024514296,-6.0440908501081
"54896_at","54896_at","54896","SLC66A1","solute carrier family 66 member 1",-0.0185560069000017,4.8972498751,-0.374693572718414,0.711104745543224,0.909331024514296,-6.04409245134039
"130074_at","130074_at","130074","FAM168B","family with sequence similarity 168 member B",-0.0190627538000001,7.19578856015,-0.374509675905812,0.711239788561481,0.909382587307734,-6.04416029718563
"28908_at","28908_at","28908","IGKV4-1","immunoglobulin kappa variable 4-1",-0.0350161531499991,3.578636652975,-0.374280271014595,0.711408263531393,0.909382587307734,-6.04424488638904
"5250_at","5250_at","5250","SLC25A3","solute carrier family 25 member 3",0.0169796798500066,9.969006105675,0.374208213057906,0.711461185990317,0.909382587307734,-6.04427144598126
"282974_at","282974_at","282974","STK32C","serine/threonine kinase 32C",0.0197919594999982,4.2101140932,0.374051786075049,0.711576077768692,0.909382587307734,-6.04432908546878
"7273_at","7273_at","7273","TTN","titin",0.0108653889999939,12.814879283,0.373983886505468,0.711625950500894,0.909382587307734,-6.04435409737492
"51161_at","51161_at","51161","C3orf18","chromosome 3 open reading frame 18",-0.0190100311999979,5.44402103875,-0.373713449206538,0.711824601684788,0.909382587307734,-6.04445367281041
"23111_at","23111_at","23111","SPART","spartin",-0.0250715715500007,6.114761521125,-0.373711567215777,0.711825984184116,0.909382587307734,-6.04445436551295
"79868_at","79868_at","79868","ALG13","ALG13 UDP-N-acetylglucosaminyltransferase subunit",0.0183509099999988,4.972037034,0.373660512088858,0.711863489363542,0.909382587307734,-6.04447315600974
"9326_at","9326_at","9326","ZNHIT3","zinc finger HIT-type containing 3",-0.0207726072500005,5.795969552375,-0.373597839585124,0.711909529699221,0.909382587307734,-6.04449621873572
"8893_at","8893_at","8893","EIF2B5","eukaryotic translation initiation factor 2B subunit epsilon",-0.0227066357000014,6.40165537015,-0.373564193209151,0.711934247385534,0.909382587307734,-6.04450859861951
"90871_at","90871_at","90871","DMAC1","distal membrane arm assembly complex 1",0.0199331612999973,8.6745107213,0.37347129448594,0.712002495379457,0.909382587307734,-6.04454277415511
"2878_at","2878_at","2878","GPX3","glutathione peroxidase 3",-0.0246847661499991,8.349691663175,-0.373359124128709,0.712084904533892,0.909382587307734,-6.04458402813612
"10179_at","10179_at","10179","RBM7","RNA binding motif protein 7",-0.0255454279499983,4.946363531725,-0.373355224620635,0.712087769483042,0.909382587307734,-6.0445854620758
"84197_at","84197_at","84197","POMK","protein O-mannose kinase",0.0183107993500009,6.827023603025,0.373342462605438,0.712097145702189,0.909382587307734,-6.04459015486169
"652991_at","652991_at","652991","SKOR2","SKI family transcriptional corepressor 2",0.02430230575,4.139187200425,0.373296832213359,0.712130670609914,0.909382587307734,-6.04460693254998
"114904_at","114904_at","114904","C1QTNF6","C1q and TNF related 6",-0.0167160927500003,4.044056573375,-0.37293680399983,0.712395206100389,0.909463707647931,-6.04473923906338
"374666_at","374666_at","374666","WASH3P","WASP family homolog 3, pseudogene",-0.0287716855000024,5.96231306345,-0.372869415107518,0.712444725065167,0.909463707647931,-6.04476398974288
"5296_at","5296_at","5296","PIK3R2","phosphoinositide-3-kinase regulatory subunit 2",-0.0242677121999995,5.73466413955,-0.372853437002469,0.71245646634657,0.909463707647931,-6.04476985755372
"4332_at","4332_at","4332","MNDA","myeloid cell nuclear differentiation antigen",0.068765169050002,3.833902808175,0.372805738988166,0.712491516979067,0.909463707647931,-6.04478737272888
"79776_at","79776_at","79776","ZFHX4","zinc finger homeobox 4",-0.0201160090999988,7.78083294555,-0.372675327214751,0.712587352670576,0.909463707647931,-6.04483524989774
"4116_at","4116_at","4116","MAGOH","mago homolog, exon junction complex subunit",0.0172959321999988,4.903646668,0.372673804750044,0.712588471512584,0.909463707647931,-6.04483580873188
"113263_at","113263_at","113263","GLCCI1","glucocorticoid induced 1",0.0223682722499996,5.900056665375,0.372496649385994,0.712718665461176,0.909545996310067,-6.04490081977135
"10381_at","10381_at","10381","TUBB3","tubulin beta 3 class III",0.026232703449999,5.557416232675,0.372197440839342,0.712938578184964,0.90971419654381,-6.04501055153238
"50839_at","50839_at","50839","TAS2R10","taste 2 receptor member 10",-0.0291471682499997,4.022917679425,-0.3721384634497,0.712981928461756,0.90971419654381,-6.04503217062293
"8220_at","8220_at","8220","ESS2","ess-2 splicing factor homolog",0.0171597855499988,4.928036273575,0.371926502686585,0.71313773456204,0.909829115628561,-6.0451098402276
"407835_at","407835_at","407835","LOC407835","mitogen-activated protein kinase kinase 2 pseudogene",0.0229469263999995,5.1604743166,0.371596552951257,0.713380296166277,0.909986841912428,-6.04523065796629
"5863_at","5863_at","5863","RGL2","ral guanine nucleotide dissociation stimulator like 2",-0.0182204005999971,7.273920217,-0.371410673441924,0.713516958511811,0.909986841912428,-6.04529867482459
"57474_at","57474_at","57474","ZNF490","zinc finger protein 490",-0.0256570298500005,5.782205008625,-0.371215026034439,0.713660812959725,0.909986841912428,-6.04537022961222
"90233_at","90233_at","90233","ZNF551","zinc finger protein 551",0.0193020956499979,4.884900071425,0.371194238379506,0.713676098217056,0.909986841912428,-6.04537783016166
"3902_at","3902_at","3902","LAG3","lymphocyte activating 3",-0.0189611648000012,4.36587431085,-0.371124729494267,0.713727209303306,0.909986841912428,-6.04540324150394
"752_at","752_at","752","FMNL1","formin like 1",-0.0325774593999979,4.90210277905,-0.371093155054894,0.713750426985727,0.909986841912428,-6.04541478306302
"253512_at","253512_at","253512","SLC25A30","solute carrier family 25 member 30",0.0322103525500044,8.015731948525,0.371088627569405,0.71375375621187,0.909986841912428,-6.04541643793736
"123720_at","123720_at","123720","WHAMM","WASP homolog associated with actin, golgi membranes and microtubules",-0.0177555246500001,6.439042826175,-0.370968473147451,0.713842112280616,0.909986841912428,-6.04546034916708
"55867_at","55867_at","55867","SLC22A11","solute carrier family 22 member 11",0.0214114441999982,4.0041064898,0.370953508011342,0.713853117243008,0.909986841912428,-6.04546581729102
"9480_at","9480_at","9480","ONECUT2","one cut homeobox 2",0.0211098026500012,3.988654788775,0.370841732958087,0.713935315638809,0.910007807003234,-6.04550665197839
"9695_at","9695_at","9695","EDEM1","ER degradation enhancing alpha-mannosidase like protein 1",-0.0259118731000019,4.8366889065,-0.370479839012531,0.714201473465012,0.910238010071048,-6.04563877895561
"375616_at","375616_at","375616","KCP","kielin cysteine rich BMP regulator",0.020162588449999,4.394898555925,0.370395433757801,0.714263555304366,0.910238010071048,-6.04566957686084
"85019_at","85019_at","85019","TMEM241","transmembrane protein 241",0.0288267291500004,4.281663716525,0.370286502070591,0.714343679819467,0.910238010071048,-6.04570931375291
"54726_at","54726_at","54726","OTUD4","OTU deubiquitinase 4",0.022534616899998,8.56981846095,0.370222888115386,0.714390472501856,0.910238010071048,-6.04573251397061
"8882_at","8882_at","8882","ZPR1","ZPR1 zinc finger",0.0156856888000005,5.8984496474,0.370149084556823,0.714444761806488,0.910238010071048,-6.04575942543321
"201140_at","201140_at","201140","DHRS7C","dehydrogenase/reductase 7C",0.0226903481999976,8.14397203065,0.369630167385079,0.714826516430293,0.910477869722847,-6.0459484917922
"3006_at","3006_at","3006","H1-2","H1.2 linker histone, cluster member",-0.0241720345999976,6.62813208945,-0.369608740309733,0.714842281433599,0.910477869722847,-6.04595629306508
"80789_at","80789_at","80789","INTS5","integrator complex subunit 5",0.0226265198500029,5.677272621275,0.369542384111452,0.714891103927192,0.910477869722847,-6.04598044951403
"163183_at","163183_at","163183","SYNE4","spectrin repeat containing nuclear envelope family member 4",-0.0235472981500005,4.837740148825,-0.36946521760488,0.714947881813403,0.910477869722847,-6.04600853597875
"9818_at","9818_at","9818","NUP58","nucleoporin 58",-0.0177017861999991,7.091540752,-0.369446088129056,0.71496195723612,0.910477869722847,-6.04601549767979
"56260_at","56260_at","56260","C8orf44","chromosome 8 open reading frame 44",-0.0245660045500005,5.629469492625,-0.369256942144866,0.715101135941456,0.910571324080389,-6.04608431351923
"201780_at","201780_at","201780","SLC10A4","solute carrier family 10 member 4",-0.0209394602499993,4.586767057325,-0.368941454260046,0.715333302801264,0.910605553220637,-6.04619901806379
"5191_at","5191_at","5191","PEX7","peroxisomal biogenesis factor 7",0.0207908487500026,5.168165981225,0.36894052864525,0.715333984000375,0.910605553220637,-6.04619935445465
"247_at","247_at","247","ALOX15B","arachidonate 15-lipoxygenase type B",0.0234572154999997,4.057601774,0.368835615795463,0.7154111953677,0.910605553220637,-6.04623747692247
"7475_at","7475_at","7475","WNT6","Wnt family member 6",-0.0243174448499994,4.715836015525,-0.368720658718993,0.715495802406552,0.910605553220637,-6.0462792368832
"130872_at","130872_at","130872","AHSA2P","activator of HSP90 ATPase homolog 2, pseudogene",-0.0166756583499978,6.738620723125,-0.368717549068118,0.715498091124118,0.910605553220637,-6.0462803663339
"25930_at","25930_at","25930","PTPN23","protein tyrosine phosphatase non-receptor type 23",-0.0225677572000027,6.1257493276,-0.368677957925036,0.715527230627727,0.910605553220637,-6.04629474533874
"3163_at","3163_at","3163","HMOX2","heme oxygenase 2",-0.0185926950999997,6.5136910458,-0.368594601090987,0.715588583585813,0.910605553220637,-6.04632501450223
"79605_at","79605_at","79605","PGBD5","piggyBac transposable element derived 5",-0.0292705382999996,4.34177128405,-0.368430601018888,0.715709297914617,0.910675432852652,-6.04638454769795
"84327_at","84327_at","84327","ZBED3","zinc finger BED-type containing 3",0.0228786021500031,5.455999886975,0.368290365714534,0.715812525873164,0.910723051855542,-6.04643543334207
"152518_at","152518_at","152518","NFXL1","nuclear transcription factor, X-box binding like 1",-0.0207834308000026,5.60375133645,-0.368107845979149,0.715946887892466,0.910798387590274,-6.04650163359245
"2107_at","2107_at","2107","ETF1","eukaryotic translation termination factor 1",0.0180932573499994,5.924462771275,0.368031141518914,0.716003356718366,0.910798387590274,-6.04652944476334
"5686_at","5686_at","5686","PSMA5","proteasome 20S subunit alpha 5",-0.0183687285999978,6.76868078835,-0.36773825536448,0.716218990871055,0.910988956314254,-6.04663558545293
"63976_at","63976_at","63976","PRDM16","PR/SET domain 16",-0.0203997168499992,4.306415271375,-0.367611388082122,0.716312402950342,0.911024044921221,-6.04668153568537
"347252_at","347252_at","347252","IGFBPL1","insulin like growth factor binding protein like 1",-0.0237378922499993,3.975676073075,-0.366952021265989,0.716797965763829,0.911421621829235,-6.04692010022607
"7694_at","7694_at","7694","ZNF135","zinc finger protein 135",0.0178205746,4.7570658523,0.366945581597935,0.716802708585084,0.911421621829235,-6.04692242806524
"56658_at","56658_at","56658","TRIM39","tripartite motif containing 39",0.026032332999999,4.1695151225,0.366918615993765,0.716822568902545,0.911421621829235,-6.04693217527035
"5451_at","5451_at","5451","POU2F1","POU class 2 homeobox 1",-0.015382745500002,7.1932960711,-0.366716623636133,0.716971343864588,0.911516656346937,-6.04700516654032
"22864_at","22864_at","22864","R3HDM2","R3H domain containing 2",0.0199970171499988,8.091170663225,0.366638300981718,0.717029034512218,0.911516656346937,-6.04703345825721
"406904_at","406904_at","406904","MIR1-1","microRNA 1-1",0.0535166999499967,7.865662822875,0.366534592482398,0.717105426421878,0.911530042402535,-6.04707091065899
"51084_at","51084_at","51084","CRYL1","crystallin lambda 1",-0.0170168409000011,5.506324525,-0.366165630390964,0.717377229077029,0.911670239470755,-6.0472040695556
"79783_at","79783_at","79783","SUGCT","succinyl-CoA:glutarate-CoA transferase",-0.019142620250002,5.670712769175,-0.366092409505504,0.717431173099201,0.911670239470755,-6.04723047930185
"256227_at","256227_at","256227","STEAP1B","STEAP family member 1B",0.0382010712499996,5.028674700075,0.366064220828911,0.717451940941649,0.911670239470755,-6.04724064517004
